,value_factor,rho,p_val,no_items,no_pos,no_prop,p_bonferonni
19,0.9986550827801359,0.8543859649122807,3.2172936207613084e-06,25.0,19.0,4.0,0.0032172936207613082
20,1.0,0.9999999999999999,6.646897422032013e-64,14.0,10.0,2.0,6.646897422032013e-61
21,0.993280874733473,0.9392857142857142,2.094580193668552e-07,22.0,15.0,3.0,0.0002094580193668552
22,1.0,1.0,0.0,14.0,11.0,2.0,0.0
23,1.0026395684568923,0.9604395604395607,5.081053892329076e-08,18.0,14.0,2.0,5.0810538923290756e-05
24,1.0,1.0,0.0,22.0,15.0,2.0,0.0
25,0.9976175787974682,0.982142857142857,8.15733350897873e-11,20.0,15.0,3.0,8.15733350897873e-08
26,1.0,1.0,0.0,16.0,14.0,3.0,0.0
27,0.9735262339617976,0.8461538461538461,0.00026601205575225274,19.0,13.0,4.0,0.26601205575225273
28,1.0001108027380754,0.990909090909091,3.762571807085399e-09,16.0,11.0,4.0,3.762571807085399e-06
29,1.005050917116591,0.9771929824561404,7.06769744556743e-13,27.0,19.0,4.0,7.06769744556743e-10
30,1.000622316592926,0.981424148606811,6.725639702470495e-13,25.0,18.0,2.0,6.725639702470495e-10
31,0.982309190788546,0.9181818181818183,6.661451941355563e-05,14.0,11.0,4.0,0.06661451941355563
32,0.9989209882493771,0.9705882352941176,4.723401127287032e-10,22.0,16.0,2.0,4.7234011272870323e-07
33,0.9979032806627388,0.9930069930069931,1.3016730560634403e-10,15.0,12.0,2.0,1.3016730560634403e-07
34,0.9988567321340565,0.990909090909091,3.762571807085399e-09,13.0,11.0,2.0,3.762571807085399e-06
35,1.0,0.9999999999999999,6.646897422032013e-64,14.0,10.0,2.0,6.646897422032013e-61
